auditable_fraction,conditional_error,correct,destination_label_missing,either_endpoint_purity_below_one,false,family,matched_observation_count_available,method,protocol,selected_edges,source_label_missing,tie_label_count_available,tracker,unavailable_reason,unknown
0.04703476482617587,0.2971014492753623,97,2598,29,41,all_sequences,False,ACE-v1,official_detector,2934,2575,False,bytetrack,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,2796
0.0444234404536862,0.24822695035460993,106,2813,33,35,all_sequences,False,Cost-R,official_detector,3174,2794,False,bytetrack,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,3033
0.037814157251556374,0.27439024390243905,119,3901,40,45,all_sequences,False,Cost-G,official_detector,4337,3870,False,bytetrack,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,4173
0.037703302119270574,0.2875816993464052,109,3657,37,44,all_sequences,False,Cost-H,official_detector,4058,3639,False,bytetrack,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,3905
0.04001633319722336,0.21428571428571427,77,2192,14,21,confirmation38,False,ACE-v1,official_detector,2449,2181,False,bytetrack,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,2351
0.03934057699512926,0.19047619047619047,85,2389,17,20,confirmation38,False,Cost-R,official_detector,2669,2386,False,bytetrack,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,2564
0.03183166981386566,0.1864406779661017,96,3377,19,22,confirmation38,False,Cost-G,official_detector,3707,3363,False,bytetrack,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,3589
0.032043879907621246,0.2072072072072072,88,3158,18,23,confirmation38,False,Cost-H,official_detector,3464,3157,False,bytetrack,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,3353
0.08247422680412371,0.5,20,406,15,20,legacy12,False,ACE-v1,official_detector,485,394,False,bytetrack,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,445
0.07128712871287128,0.4166666666666667,21,424,16,15,legacy12,False,Cost-R,official_detector,505,408,False,bytetrack,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,469
0.07301587301587302,0.5,23,524,21,23,legacy12,False,Cost-G,official_detector,630,507,False,bytetrack,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,584
0.0707070707070707,0.5,21,499,19,21,legacy12,False,Cost-H,official_detector,594,482,False,bytetrack,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,552
0.08412483039348712,0.3225806451612903,42,585,8,20,all_sequences,False,ACE-v1,official_detector,737,599,False,deepocsort,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,675
0.08776595744680851,0.2878787878787879,47,592,8,19,all_sequences,False,Cost-R,official_detector,752,606,False,deepocsort,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,686
0.07469342251950947,0.29850746268656714,47,726,9,20,all_sequences,False,Cost-G,official_detector,897,741,False,deepocsort,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,830
0.07666290868094701,0.3235294117647059,46,717,8,22,all_sequences,False,Cost-H,official_detector,887,726,False,deepocsort,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,819
0.09365079365079365,0.3220338983050847,40,499,7,19,confirmation38,False,ACE-v1,official_detector,630,506,False,deepocsort,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,571
0.09813084112149532,0.2857142857142857,45,504,7,18,confirmation38,False,Cost-R,official_detector,642,509,False,deepocsort,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,579
0.08184143222506395,0.296875,45,633,8,19,confirmation38,False,Cost-G,official_detector,782,640,False,deepocsort,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,718
0.082687338501292,0.3125,44,627,7,20,confirmation38,False,Cost-H,official_detector,774,627,False,deepocsort,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,710
0.028037383177570093,0.3333333333333333,2,86,1,1,legacy12,False,ACE-v1,official_detector,107,93,False,deepocsort,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,104
0.02727272727272727,0.3333333333333333,2,88,1,1,legacy12,False,Cost-R,official_detector,110,97,False,deepocsort,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,107
0.02608695652173913,0.3333333333333333,2,93,1,1,legacy12,False,Cost-G,official_detector,115,101,False,deepocsort,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,112
0.035398230088495575,0.5,2,90,1,2,legacy12,False,Cost-H,official_detector,113,99,False,deepocsort,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,109
0.1381161542215715,0.38869257950530034,173,1633,72,110,all_sequences,False,ACE-v1,official_detector,2049,1645,False,ocsort,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,1766
0.13348115299334812,0.31561461794019935,206,1821,70,95,all_sequences,False,Cost-R,official_detector,2255,1832,False,ocsort,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,1954
0.1281378793555639,0.3538011695906433,221,2168,92,121,all_sequences,False,Cost-G,official_detector,2669,2184,False,ocsort,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,2327
0.12423780487804878,0.3343558282208589,217,2143,85,109,all_sequences,False,Cost-H,official_detector,2624,2159,False,ocsort,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,2298
0.11573472041612484,0.34831460674157305,116,1278,37,62,confirmation38,False,ACE-v1,official_detector,1538,1274,False,ocsort,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,1360
0.10922897196261683,0.2887700534759358,133,1440,34,54,confirmation38,False,Cost-R,official_detector,1712,1436,False,ocsort,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,1525
0.10102489019033675,0.2995169082125604,145,1741,41,62,confirmation38,False,Cost-G,official_detector,2049,1739,False,ocsort,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,1842
0.0977667493796526,0.2893401015228426,140,1720,39,57,confirmation38,False,Cost-H,official_detector,2015,1714,False,ocsort,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,1818
0.2054794520547945,0.45714285714285713,57,355,35,48,legacy12,False,ACE-v1,official_detector,511,371,False,ocsort,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,406
0.20994475138121546,0.35964912280701755,73,381,36,41,legacy12,False,Cost-R,official_detector,543,396,False,ocsort,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,429
0.21774193548387097,0.43703703703703706,76,427,51,59,legacy12,False,Cost-G,official_detector,620,445,False,ocsort,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,485
0.21182266009852216,0.40310077519379844,77,423,46,52,legacy12,False,Cost-H,official_detector,609,445,False,ocsort,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,480
0.12765007810756526,0.4458041958041958,317,3243,327,255,all_sequences,False,ACE-v1,oracle_aabb,4481,2960,False,bytetrack,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,3909
0.1333059885151764,0.4323076923076923,369,3472,369,281,all_sequences,False,Cost-R,oracle_aabb,4876,3217,False,bytetrack,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,4226
0.1421376608841634,0.5570866141732284,450,4959,733,566,all_sequences,False,Cost-G,oracle_aabb,7148,4564,False,bytetrack,The frozen edge trace stores majority label and purity but not matched-observation or tied-majority counts; these are rebuilt in the ACE-V run.,6132
