created_at,session,model,seed,physical_gpu,ultralytics_device,imgsz,batch,epochs,data_yaml,run_name,log_file,status,command
"2026-05-19T13:10:20+09:00","server-fresh-baselines","yolov10s.pt","42","0","0","1280","8","100","configs/detector/visdrone_yolo_data.yaml","yolov10s_visdrone_fresh_fresh_20260519_131008_seed42","outputs/logs/server_fresh_baselines/fresh_20260519_131008/yolov10s_visdrone_fresh_fresh_20260519_131008_seed42.log","queued","CUDA_DEVICE_ORDER=PCI_BUS_ID conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolov10s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 42 --project outputs/detectors/server_fresh_baselines/fresh_20260519_131008 --name yolov10s_visdrone_fresh_fresh_20260519_131008_seed42"
"2026-05-19T13:10:20+09:00","server-fresh-baselines","yolov10s.pt","123","1","1","1280","8","100","configs/detector/visdrone_yolo_data.yaml","yolov10s_visdrone_fresh_fresh_20260519_131008_seed123","outputs/logs/server_fresh_baselines/fresh_20260519_131008/yolov10s_visdrone_fresh_fresh_20260519_131008_seed123.log","queued","CUDA_DEVICE_ORDER=PCI_BUS_ID conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolov10s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 1 --seed 123 --project outputs/detectors/server_fresh_baselines/fresh_20260519_131008 --name yolov10s_visdrone_fresh_fresh_20260519_131008_seed123"
"2026-05-19T13:10:20+09:00","server-fresh-baselines","yolov10s.pt","2026","0","0","1280","8","100","configs/detector/visdrone_yolo_data.yaml","yolov10s_visdrone_fresh_fresh_20260519_131008_seed2026","outputs/logs/server_fresh_baselines/fresh_20260519_131008/yolov10s_visdrone_fresh_fresh_20260519_131008_seed2026.log","queued","CUDA_DEVICE_ORDER=PCI_BUS_ID conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolov10s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 2026 --project outputs/detectors/server_fresh_baselines/fresh_20260519_131008 --name yolov10s_visdrone_fresh_fresh_20260519_131008_seed2026"
"2026-05-19T13:10:20+09:00","server-fresh-baselines","yolov10n.pt","42","1","1","1280","8","100","configs/detector/visdrone_yolo_data.yaml","yolov10n_visdrone_fresh_fresh_20260519_131008_seed42","outputs/logs/server_fresh_baselines/fresh_20260519_131008/yolov10n_visdrone_fresh_fresh_20260519_131008_seed42.log","queued","CUDA_DEVICE_ORDER=PCI_BUS_ID conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolov10n.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 1 --seed 42 --project outputs/detectors/server_fresh_baselines/fresh_20260519_131008 --name yolov10n_visdrone_fresh_fresh_20260519_131008_seed42"
"2026-05-19T13:10:20+09:00","server-fresh-baselines","yolov10n.pt","123","0","0","1280","8","100","configs/detector/visdrone_yolo_data.yaml","yolov10n_visdrone_fresh_fresh_20260519_131008_seed123","outputs/logs/server_fresh_baselines/fresh_20260519_131008/yolov10n_visdrone_fresh_fresh_20260519_131008_seed123.log","queued","CUDA_DEVICE_ORDER=PCI_BUS_ID conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolov10n.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 123 --project outputs/detectors/server_fresh_baselines/fresh_20260519_131008 --name yolov10n_visdrone_fresh_fresh_20260519_131008_seed123"
"2026-05-19T13:10:20+09:00","server-fresh-baselines","yolov10n.pt","2026","1","1","1280","8","100","configs/detector/visdrone_yolo_data.yaml","yolov10n_visdrone_fresh_fresh_20260519_131008_seed2026","outputs/logs/server_fresh_baselines/fresh_20260519_131008/yolov10n_visdrone_fresh_fresh_20260519_131008_seed2026.log","queued","CUDA_DEVICE_ORDER=PCI_BUS_ID conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolov10n.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 1 --seed 2026 --project outputs/detectors/server_fresh_baselines/fresh_20260519_131008 --name yolov10n_visdrone_fresh_fresh_20260519_131008_seed2026"
"2026-05-19T13:10:20+09:00","server-fresh-baselines","yolov9s.pt","42","0","0","1280","8","100","configs/detector/visdrone_yolo_data.yaml","yolov9s_visdrone_fresh_fresh_20260519_131008_seed42","outputs/logs/server_fresh_baselines/fresh_20260519_131008/yolov9s_visdrone_fresh_fresh_20260519_131008_seed42.log","queued","CUDA_DEVICE_ORDER=PCI_BUS_ID conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolov9s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 42 --project outputs/detectors/server_fresh_baselines/fresh_20260519_131008 --name yolov9s_visdrone_fresh_fresh_20260519_131008_seed42"
"2026-05-19T13:10:20+09:00","server-fresh-baselines","yolov9s.pt","123","1","1","1280","8","100","configs/detector/visdrone_yolo_data.yaml","yolov9s_visdrone_fresh_fresh_20260519_131008_seed123","outputs/logs/server_fresh_baselines/fresh_20260519_131008/yolov9s_visdrone_fresh_fresh_20260519_131008_seed123.log","queued","CUDA_DEVICE_ORDER=PCI_BUS_ID conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolov9s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 1 --seed 123 --project outputs/detectors/server_fresh_baselines/fresh_20260519_131008 --name yolov9s_visdrone_fresh_fresh_20260519_131008_seed123"
"2026-05-19T13:10:20+09:00","server-fresh-baselines","yolov9s.pt","2026","0","0","1280","8","100","configs/detector/visdrone_yolo_data.yaml","yolov9s_visdrone_fresh_fresh_20260519_131008_seed2026","outputs/logs/server_fresh_baselines/fresh_20260519_131008/yolov9s_visdrone_fresh_fresh_20260519_131008_seed2026.log","queued","CUDA_DEVICE_ORDER=PCI_BUS_ID conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolov9s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 2026 --project outputs/detectors/server_fresh_baselines/fresh_20260519_131008 --name yolov9s_visdrone_fresh_fresh_20260519_131008_seed2026"
"2026-05-19T13:10:20+09:00","server-fresh-baselines","yolov5su.pt","42","1","1","1280","8","100","configs/detector/visdrone_yolo_data.yaml","yolov5su_visdrone_fresh_fresh_20260519_131008_seed42","outputs/logs/server_fresh_baselines/fresh_20260519_131008/yolov5su_visdrone_fresh_fresh_20260519_131008_seed42.log","queued","CUDA_DEVICE_ORDER=PCI_BUS_ID conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolov5su.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 1 --seed 42 --project outputs/detectors/server_fresh_baselines/fresh_20260519_131008 --name yolov5su_visdrone_fresh_fresh_20260519_131008_seed42"
"2026-05-19T13:10:20+09:00","server-fresh-baselines","yolov5su.pt","123","0","0","1280","8","100","configs/detector/visdrone_yolo_data.yaml","yolov5su_visdrone_fresh_fresh_20260519_131008_seed123","outputs/logs/server_fresh_baselines/fresh_20260519_131008/yolov5su_visdrone_fresh_fresh_20260519_131008_seed123.log","queued","CUDA_DEVICE_ORDER=PCI_BUS_ID conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolov5su.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 123 --project outputs/detectors/server_fresh_baselines/fresh_20260519_131008 --name yolov5su_visdrone_fresh_fresh_20260519_131008_seed123"
